1000	1333800	868600
2000	2440001	40700
3000	1048100	19000
4000	471900	18701
5000	6211100	36000
6000	5812800	20100
7000	7113599	23900
8000	7759000	27700
9000	7166000	44900
10000	6219700	24399
11000	6414199	22100
12000	5914900	27001
13000	6022601	26700
14000	3644300	7301
15000	419099	6800
16000	424701	8700
17000	425000	6800
18000	427599	6799
19000	429401	7001
20000	436600	8500
21000	436800	7900
22000	441699	8001
23000	441600	19700
24000	441701	7299
25000	445800	9999
26000	447200	7200
27000	448200	8400
28000	449000	6700
29000	451100	6400
30000	451100	6101
31000	452300	7600
32000	457800	8099
33000	454899	6100
34000	455800	6000
35000	457999	7400
36000	458101	6199
37000	459499	6799
38000	459300	6299
39000	505700	6099
40000	462699	6500
41000	462999	6301
42000	465301	6801
43000	465700	6500
44000	467001	6800
45000	467900	6201
46000	517200	7400
47000	469200	7800
48000	471900	7700
49000	472600	6401
50000	473699	10600
51000	476700	7000
52000	524300	10300
53000	477700	14599
54000	495699	11700
55000	484300	8799
56000	481300	15300
57000	481401	11200
58000	481900	13501
59000	485201	9200
60000	485800	10999
61000	486800	10900
62000	487800	8700
63000	489201	9900
64000	491000	7700
65000	493799	11100
66000	490300	7499
67000	495200	15400
68000	495300	7700
69000	495799	11099
70000	510400	9600
71000	496300	10300
72000	496601	13101
73000	499800	6700
74000	510300	7800
75000	501300	7600
76000	501300	6999
77000	503101	6999
78000	505899	6700
79000	503800	7600
80000	505700	7399
81000	495500	7299
82000	497400	9901
83000	499300	6901
84000	550099	6800
85000	500201	8301
86000	499300	6700
87000	502001	6600
88000	502401	7000
89000	505300	8300
90000	504500	6600
91000	504600	6600
92000	530300	7800
93000	507400	6600
94000	510600	7300
95000	509999	6700
96000	510300	7300
97000	511900	7601
98000	500799	8000
99000	502801	6800
100000	504000	6800
101000	504500	7801
102000	505400	11100
103000	529600	9600
104000	546099	8201
105000	916999	10001
106000	520900	26301
107000	523900	9500
108000	523600	7001
109000	524201	7099
110000	524000	7100
111000	528600	7300
112000	936300	7100
113000	528900	7500
114000	540999	7499
115000	534200	7601
116000	531199	9700
117000	534400	10399
118000	534000	7799
119000	551601	9901
120000	635300	16000
121000	553000	8199
122000	551200	9399
123000	561301	11200
124000	557199	9300
125000	556200	9000
126000	558800	7801
127000	552101	7901
128000	558400	7900
129000	558900	7801
130000	559800	7800
131000	562900	7700
132000	544299	7600
133000	550400	7500
134000	551400	7900
135000	585100	7800
136000	609200	8899
137000	555900	9900
138000	555700	10101
139000	555599	8699
140000	556200	8600
141000	557000	7400
142000	559600	7499
143000	601800	7399
144000	615200	7599
145000	556800	7800
146000	564401	7100
147000	559300	7600
148000	566900	7600
149000	566801	7200
150000	569600	16600
151000	632600	11801
152000	572101	12099
153000	587400	11199
154000	578301	10600
155000	574099	11001
156000	577000	8901
157000	979900	9800
158000	659400	10300
159000	580201	12300
160000	662601	12900
161000	579499	9400
162000	581600	9600
163000	580599	7600
164000	579700	7800
165000	580900	7600
166000	581101	9901
167000	605600	10400
168000	586499	9000
169000	589799	9500
170000	589500	11300
171000	591400	12200
172000	592900	11900
173000	594500	12200
174000	593900	10700
175000	596700	10101
176000	596100	9800
177000	598701	15101
178000	600799	11301
179000	601000	12901
180000	609800	30600
181000	606201	10400
182000	683801	11900
183000	605101	10500
184000	607200	13201
185000	603300	12800
186000	609300	8901
187000	608901	10100
188000	604700	11700
189000	611799	9300
190000	612600	12200
191000	666800	11301
192000	613701	8300
193000	615200	9099
194000	615800	12700
195000	620700	7799
196000	617800	9200
197000	616099	9001
198000	612001	8500
199000	622799	8201
200000	621799	8600
201000	621701	8700
202000	624800	8600
203000	627300	8300
204000	616901	8799
205000	619499	8900
206000	621100	8800
207000	623299	8399
208000	630199	10300
209000	634099	9200
210000	635800	9901
211000	623100	8400
212000	636400	12500
213000	721200	14200
214000	639500	11099
215000	640700	15799
216000	642000	11600
217000	644200	16500
218000	640701	8600
219000	642600	8800
220000	633401	9900
221000	650000	8500
222000	641200	8500
223000	645400	9600
224000	648100	7800
225000	642500	8300
226000	644500	9500
227000	650099	13101
228000	652199	11500
229000	656701	9101
230000	650600	10001
231000	645999	8800
232000	658300	11701
233000	662800	13500
234000	651900	8701
235000	654700	8500
236000	656400	9200
237000	663800	10500
238000	665300	9400
239000	669099	8600
240000	882601	8700
241000	667199	14099
242000	669900	14801
243000	670500	11800
244000	671499	12800
245000	669700	12000
246000	668900	10300
247000	668200	9100
248000	672700	9400
249000	672200	13200
250000	676700	10600
251000	670800	9999
252000	677001	10801
253000	674200	9300
254000	680100	11401
255000	674300	8399
256000	676301	8800
257000	684799	9101
258000	683399	8900
259000	685600	10099
260000	676800	9600
261000	687600	9700
262000	816900	11600
263000	682500	12099
264000	702500	8600
265000	692699	11000
266000	690200	10500
267000	694101	9200
268000	687900	13001
269000	686100	9400
270000	691900	9500
271000	688100	9301
272000	688900	9400
273000	678799	8300
274000	681300	9100
275000	686100	10099
276000	702699	10000
277000	761300	9700
278000	696101	8999
279000	695800	9000
280000	700800	9201
281000	708000	13400
282000	747300	8900
283000	689401	10699
284000	699199	9300
285000	1113900	13001
286000	708499	11600
287000	705801	8799
288000	709399	8900
289000	707900	8301
290000	691599	8300
291000	694001	8299
292000	697200	10400
293000	696600	8300
294000	1105600	9500
295000	813300	9400
296000	785100	10201
297000	1099500	8701
298000	719600	8100
299000	723700	9700
300000	721499	9400
301000	721800	8199
302000	722599	9400
303000	749099	13600
304000	727500	12900
305000	728800	11600
306000	727300	9299
307000	726100	24900
308000	734200	394301
309000	729100	10000
310000	727600	8900
311000	734400	9400
312000	718400	10400
313000	716700	8700
314000	718500	9300
315000	742200	10299
316000	738001	9500
317000	742301	10099
318000	740500	13899
319000	746400	9201
320000	723600	9501
321000	827299	14801
322000	745499	10000
323000	747000	11001
324000	748500	9301
325000	748499	9400
326000	1139499	10901
327000	742001	10100
328000	731900	9600
329000	751500	10400
330000	753700	11600
331000	732300	11700
332000	739200	15300
333000	754800	13900
334000	759001	10301
335000	765000	10600
336000	760600	10500
337000	808801	9500
338000	769699	12199
339000	766301	9200
340000	771300	14101
341000	765299	11000
342000	764399	10200
343000	771601	16300
344000	768400	10600
345000	772100	9400
346000	778399	10300
347000	771299	9500
348000	760199	15000
349000	789001	8700
350000	754800	9600
351000	778300	9899
352000	775800	9301
353000	780999	10900
354000	781200	11201
355000	782600	12900
356000	782200	9900
357000	760200	9300
358000	765400	8899
359000	769100	12500
360000	865101	8899
361000	787300	10001
362000	790399	10701
363000	770900	9500
364000	773400	11900
365000	790499	9600
366000	794900	10500
367000	794601	9200
368000	802199	17699
369000	803600	13500
370000	795900	10300
371000	802401	9600
372000	799500	9199
373000	888900	11600
374000	788400	17999
375000	793600	11201
376000	786701	9700
377000	807899	9600
378000	784199	8999
379000	786100	17500
380000	819500	14400
381000	815201	17100
382000	946000	16700
383000	822499	17300
384000	846201	17699
385000	942901	20400
386000	824900	17300
387000	818000	17899
388000	840900	15200
389000	820200	18401
390000	824900	18500
391000	913400	16300
392000	830600	12701
393000	837500	17599
394000	832800	17999
395000	833700	10600
396000	877799	14700
397000	830300	15600
398000	834500	16000
399000	844601	13700
400000	836399	16299
401000	831700	16701
402000	836200	15400
403000	842601	13099
404000	838200	12600
405000	853600	12300
406000	848400	16001
407000	927800	14399
408000	838400	11400
409000	836700	16000
410000	819101	11600
411000	820800	10700
412000	822601	12101
413000	821600	12100
414000	840700	18899
415000	887500	18400
416000	855399	12701
417000	848999	13500
418000	849800	9301
419000	1232901	16500
420000	1028100	17400
421000	862000	19900
422000	862299	19200
423000	1002801	20000
424000	885201	21500
425000	874000	17100
426000	869200	18000
427000	870100	19001
428000	875401	19000
429000	864501	14300
430000	862501	12200
431000	908700	18701
432000	869700	18501
433000	874800	20100
434000	877800	20300
435000	969300	18799
436000	873300	19100
437000	878700	22401
438000	963100	20099
439000	921800	18100
440000	946500	17000
441000	910400	19100
442000	891500	33199
443000	898499	17401
444000	920300	10701
445000	878000	10599
446000	925100	18200
447000	893300	18300
448000	909101	18800
449000	893901	20000
450000	888001	19400
451000	895200	17100
452000	896200	22000
453000	1028100	18000
454000	900699	16400
455000	900100	12899
456000	899601	16999
457000	893201	11200
458000	880200	19700
459000	882100	13900
460000	898900	19000
461000	907200	20799
462000	909100	19100
463000	912800	18700
464000	910300	21100
465000	914800	18800
466000	912299	10800
467000	905000	26100
468000	915500	24400
469000	1219700	18300
470000	932400	20799
471000	926900	19400
472000	917000	15001
473000	934400	19200
474000	918200	18200
475000	919200	20900
476000	964401	15700
477000	926900	18601
478000	924000	17500
479000	1073400	20100
480000	923700	20501
481000	1328600	20700
482000	935201	17200
483000	928500	17300
484000	931600	18901
485000	945100	11901
486000	1309900	20000
487000	910599	20000
488000	1326501	15601
489000	934699	11700
490000	905500	20400
491000	915199	19599
492000	1342199	14400
493000	934001	19600
494000	940799	21600
495000	958900	22600
496000	944401	18499
497000	933700	14901
498000	909300	13900
499000	915199	10400
500000	912900	15000
501000	919700	11099
502000	918700	21400
503000	948800	17900
504000	948500	12600
505000	963801	18900
506000	953200	13500
507000	948700	13200
508000	956200	22200
509000	933400	11701
510000	954900	16100
511000	946000	15500
512000	946899	21599
513000	937600	14400
514000	952900	21801
515000	1363000	20100
516000	984700	19700
517000	1138399	14900
518000	965800	15501
519000	962600	12801
520000	962200	22699
521000	989000	17701
522000	1180901	30900
523000	1207200	23200
524000	993900	15499
525000	993201	22000
526000	975400	16700
527000	977199	23500
528000	1070800	23501
529000	998400	19399
530000	1163000	21701
531000	1018600	21700
532000	1000400	11200
533000	981601	12401
534000	957199	14901
535000	1221100	20000
536000	986000	21100
537000	1006899	18201
538000	1009200	15999
539000	987301	19201
540000	991800	21700
541000	993100	16500
542000	1389900	11601
543000	992800	18700
544000	996700	19100
545000	997300	19900
546000	996500	18700
547000	1009700	20600
548000	998001	17800
549000	1020800	19699
550000	1105900	18801
551000	1001500	21100
552000	1004200	19900
553000	1027099	14199
554000	1426600	13699
555000	1080900	19501
556000	1003300	19700
557000	1413501	18700
558000	1030299	18401
559000	998301	10800
560000	980800	18000
561000	1002300	17900
562000	1012701	22300
563000	1015800	12900
564000	1010701	14100
565000	1015700	11699
566000	1009401	19399
567000	1016800	20800
568000	1020700	20000
569000	1047300	21300
570000	1024800	19900
571000	1023900	13500
572000	1024000	18700
573000	1022999	18500
574000	1024300	14699
575000	1093099	17900
576000	1030201	19300
577000	1029400	22001
578000	1052800	20900
579000	1126600	21400
580000	1056500	21900
581000	1034901	18700
582000	1060901	20401
583000	1039399	21299
584000	1102601	18200
585000	1038001	20500
586000	1043500	21100
587000	1436600	36599
588000	1044600	22700
589000	1061700	23599
590000	1062400	18600
591000	1045001	19900
592000	1057101	18899
593000	1053599	21601
594000	1046999	17801
595000	1047100	19801
596000	1047801	14200
597000	1046400	24200
598000	1063301	17300
599000	1083900	16901
600000	1447800	20399
601000	1068701	19899
602000	1462800	20900
603000	1138300	21901
604000	1052499	18401
605000	1058800	19800
606000	1469501	20200
607000	1460600	17800
608000	1065799	15300
609000	1094801	21300
610000	1067101	19700
611000	1066601	18200
612000	1061600	23900
613000	1093999	22201
614000	1091500	21701
615000	1079600	22101
616000	1111001	20500
617000	1096900	22401
618000	1095200	21701
619000	1076699	19700
620000	1085200	19200
621000	1234500	20701
622000	1079300	27899
623000	1512900	15800
624000	1079501	21200
625000	1085201	22900
626000	1113801	21501
627000	1084500	22699
628000	1107300	14300
629000	1083600	19500
630000	1306400	18200
631000	1086000	17401
632000	1082700	17200
633000	1091600	16200
634000	1089200	13600
635000	1233099	13300
636000	1093600	16300
637000	1474600	13300
638000	1068400	17400
639000	1059899	14099
640000	1064300	14900
641000	1068699	13400
642000	1095699	14000
643000	1106400	14400
644000	1067300	16400
645000	1072100	13400
646000	1446100	13099
647000	1078800	13101
648000	1079001	13999
649000	1103301	16099
650000	1071200	34700
651000	1158000	21400
652000	1532700	19800
653000	1114701	20100
654000	1113901	23800
655000	1115800	25700
656000	1217200	22600
657000	1139299	22100
658000	1118000	22901
659000	1141401	15501
660000	1139299	23399
661000	1123600	37201
662000	1130300	51600
663000	1128000	21799
664000	1147200	25601
665000	1127001	17800
666000	1147400	16901
667000	1125101	13900
668000	1098100	23499
669000	1130100	16500
670000	1132500	16500
671000	1129300	21900
672000	1128600	13300
673000	1133600	23401
674000	1258300	17000
675000	1141201	23000
676000	1141700	23800
677000	1158400	21399
678000	1132099	22000
679000	1218200	21700
680000	1139401	19201
681000	1142200	18100
682000	1565200	15601
683000	1133999	15099
684000	1134000	19700
685000	1564500	16601
686000	1540000	17000
687000	1141900	13099
688000	1154501	23201
689000	1158801	22000
690000	1174500	15101
691000	1146100	14400
692000	1151400	20500
693000	1148300	16100
694000	1557800	16899
695000	1154500	12300
696000	1147099	23101
697000	1157699	23200
698000	1169100	18100
699000	1161100	14800
700000	1160100	18899
701000	1163300	15699
702000	1158900	21599
703000	1166400	17599
704000	1285200	18900
