998804	1107700
998805	1145900
998806	1202800
998807	1118000
998808	1110300
998809	1182900
998810	1109000
998811	1108000
998812	1525300
998813	1199200
998814	1111800
998815	1146000
998816	1108000
998817	1145500
998818	1135400
998819	1135400
998820	1205900
998821	1140300
998822	1138900
998823	1137100
998824	1135500
998825	1145700
998826	1552400
998827	1145000
998828	1165700
998829	1140700
998830	1137000
998831	1135800
998832	1136100
998833	1135600
998834	1275700
998835	1173900
998836	1153500
998837	1140200
998838	1135800
998839	1135900
998840	1561200
998841	1145700
998842	1145200
998843	1138400
998844	1137600
998845	1135800
998846	1136500
998847	1260900
998848	1141300
998849	1137600
998850	1149600
998851	1137800
998852	1135800
998853	1135700
998854	1558000
998855	1144500
998856	1140000
998857	1137400
998858	1136200
998859	1136600
998860	1215600
998861	1143900
998862	1139100
998863	1136400
998864	1135800
998865	1135700
998866	1406700
998867	1159800
998868	1710100
998869	1149700
998870	1143500
998871	1143200
998872	1138800
998873	1136300
998874	1182500
998875	1158600
998876	1135400
998877	1135200
998878	1136200
998879	1137600
998880	1136900
998881	1135800
998882	1555700
998883	1143100
998884	1137800
998885	1136200
998886	1135300
998887	1178600
998888	1137100
998889	1135500
998890	1135600
998891	1136800
998892	1135700
998893	1135100
998894	1135100
998895	1135400
998896	1543900
998897	1142900
998898	1139500
998899	1136200
998900	1136400
998901	1285600
998902	1162000
998903	1146800
998904	1137000
998905	1136000
998906	1137000
998907	1136400
998908	1137500
998909	1136000
998910	1561400
998911	1146900
998912	1141100
998913	1195300
998914	1153400
998915	1143600
998916	1137000
998917	1135800
998918	1135700
998919	1136800
998920	1135600
998921	1136000
998922	1135800
998923	1136000
998924	1547700
998925	1146300
998926	1153200
998927	1230400
998928	1149700
998929	1143600
998930	1136500
998931	1135700
998932	1136500
998933	1136100
998934	1136500
998935	1135400
998936	1137000
998937	1136200
998938	1135600
998939	1550200
998940	1146800
998941	1247400
998942	1139500
998943	1137300
998944	1136600
998945	1136800
998946	1135400
998947	1137300
998948	1136100
998949	1136400
998950	1135900
998951	1136200
998952	1146100
998953	1546900
998954	1456000
998955	1172900
998956	1162400
998957	1145300
998958	1150100
998959	1137800
998960	1136800
998961	1135900
998962	1136200
998963	1135500
998964	1135700
998965	1135700
998966	1135900
998967	1570200
998968	1147000
998969	1137800
998970	1135700
998971	1136000
998972	1140200
998973	1137900
998974	1136400
998975	1135700
998976	1135500
998977	1147200
998978	1135700
998979	1135900
998980	1137100
998981	1551800
998982	1145200
998983	1138600
998984	1137400
998985	1135500
998986	1136200
998987	1135800
998988	1135200
998989	1135700
998990	1135900
998991	1135600
998992	1137200
998993	1219700
998994	1174100
998995	1574300
998996	1160200
998997	1136800
998998	1136500
998999	1135600
999000	1136700
